Numeración;Puesto Institucional;Regimen laboral al que pertenece;Número de partida presupuestaria;Grado jerárquico o escala al que pertenece el puesto;Remuneración mensual unificada;Remuneración unificada (anual);Décimo Tercera Remuneración;Décima Cuarta Remuneración;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
1131;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;276;NIVEL 1;557;2.228,00;417,78;344,97;16,24;0;778,99
1132;TECNICO DOCENTE 4;3.OTROS REGIMENES ESPECIALES;2656;PERSONAL DE APOYO (UNIVERSIDADES);1734;6.936,00;1.300,50;344,97;0;0;1.645,47
1133;CONSERJE;2.CODIGO DEL TRABAJO;438;NIVEL 1;684,07;2.736,28;513,09;344,97;0;0;858,06
1134;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23906;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1135;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1270;PERSONAL ACADEMICO PRINCIPAL;4700;18.800,00;3.525,03;344,97;0;0;3.870,00
1136;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23798;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1137;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23866;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1138;ANALISTA DE DESARROLLO DE SISTEMAS INFORMATICOS 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2943;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1139;ANALISTA DE DESARROLLO ACADEMICO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2911;UEP NIVEL PROFESIONAL A3;1300;5.200,00;974,97;344,97;0;0;1.319,94
1140;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23973;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1141;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23974;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1142;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23513;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1143;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1285;PERSONAL ACADEMICO PRINCIPAL;4700;18.800,00;3.525,03;344,97;0;0;3.870,00
1144;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23707;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1145;PROFESOR AUXILIAR 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;1305;PERSONAL ACADEMICO AUXILIAR;1057,5;4.230,00;793,17;344,97;0;0;1.138,14
1146;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;1310;PERSONAL ACADEMICO PRINCIPAL;4700;18.800,00;3.525,03;344,97;0;0;3.870,00
1147;AUXILIAR DE LABORATORIO;2.CODIGO DEL TRABAJO;210;NIVEL 7;763;3.052,00;572,22;344,97;0;0;917,19
1148;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23907;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1149;ASISTENTE DE TALENTO HUMANO;1.SERVICIO CIVIL PUBLICO (LOSEP);2793;UEP NIVEL PROFESIONAL A3;1086;4.344,00;814,5;344,97;0;0;1.159,47
1150;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;23975;PROFESOR UNIVERSITARIO;2115;8.460,00;1.586,25;344,97;0;0;1.931,22
1151;TECNICO DOCENTE 1;3.OTROS REGIMENES ESPECIALES;23733;PERSONAL DE APOYO (UNIVERSIDADES);1212;4.848,00;909;344,97;0;0;1.253,97
1152;COORDINADOR/A DE CARRERA;3.OTROS REGIMENES ESPECIALES;14;AUTORIDADES ACADEMICAS NIVEL 1;2882,6;11.530,40;2.161,98;344,97;0;0;2.506,95
